2025-04-19 01:03:48,367 - CircuitSimulator - DEBUG - WorkArea初始化完成
2025-04-19 01:05:49,025 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(28.0, -120.0), points=4
2025-04-19 01:05:49,025 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(28.0, -120.0)
2025-04-19 01:05:49,025 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-04-19 01:05:49,105 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(28.0, -120.0), points=4
2025-04-19 01:05:49,139 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(28.0, -120.0), points=4
2025-04-19 01:05:49,143 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(28.0, -120.0), points=4
2025-04-19 01:05:49,158 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(31.0, -127.0), points=4
2025-04-19 01:05:49,160 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(31.0, -130.0), points=4
2025-04-19 01:05:49,169 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(31.0, -132.0), points=4
2025-04-19 01:05:49,175 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(31.0, -132.0), points=4
2025-04-19 01:05:49,185 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(31.0, -134.0), points=4
2025-04-19 01:05:49,192 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(31.0, -135.0), points=4
2025-04-19 01:05:49,201 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(30.0, -137.0), points=4
2025-04-19 01:05:49,207 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(30.0, -139.0), points=4
2025-04-19 01:05:49,216 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(28.0, -141.0), points=4
2025-04-19 01:05:49,223 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(26.0, -146.0), points=4
2025-04-19 01:05:49,233 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(23.0, -153.0), points=4
2025-04-19 01:05:49,240 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(21.0, -160.0), points=4
2025-04-19 01:05:49,248 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(17.0, -169.0), points=4
2025-04-19 01:05:49,256 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(28.0, -120.0), end=PyQt6.QtCore.QPointF(13.0, -178.0), points=4
