2025-03-20 15:57:44,895 - CircuitSimulator - DEBUG - WorkArea初始化完成
2025-03-20 15:58:06,940 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:06,941 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(-295.0, -98.0)
2025-03-20 15:58:06,941 - CircuitSimulator - DEBUG - 导线起点连接到: 滑动变阻器
2025-03-20 15:58:07,178 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,185 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,191 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,193 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,196 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,199 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,200 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
2025-03-20 15:58:07,203 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-295.0, -98.0), end=PyQt6.QtCore.QPointF(-295.0, -98.0), points=4
