2025-04-20 12:58:41,704 - CircuitSimulator - INFO - 成功加载了 10 个实验
2025-04-20 12:58:41,722 - CircuitSimulator - DEBUG - WorkArea初始化完成
2025-04-20 12:58:46,440 - CircuitSimulator - DEBUG - 已放置组件: 电源 在位置 (150, 150)
2025-04-20 12:58:46,440 - CircuitSimulator - DEBUG - 已放置组件: 灯泡 在位置 (300, 150)
2025-04-20 12:58:46,440 - CircuitSimulator - DEBUG - 已放置组件: 开关 在位置 (150, 250)
2025-04-20 12:58:46,442 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(178.0, 150.0)
2025-04-20 12:58:46,442 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-04-20 12:58:46,443 - CircuitSimulator - DEBUG - 导线终点连接到: 开关
2025-04-20 12:58:46,443 - CircuitSimulator - DEBUG - 已创建导线连接: 电源 -> 开关
2025-04-20 12:58:46,443 - CircuitSimulator - ERROR - 无效的连接点索引: 1, 0
2025-04-20 12:58:52,562 - CircuitSimulator - DEBUG - 开关状态改变: True
2025-04-20 12:58:55,962 - CircuitSimulator - DEBUG - 已放置组件: 电源 在位置 (150, 150)
2025-04-20 12:58:55,962 - CircuitSimulator - DEBUG - 已放置组件: 灯泡 在位置 (400, 150)
2025-04-20 12:58:55,962 - CircuitSimulator - DEBUG - 已放置组件: 开关 在位置 (250, 250)
2025-04-20 12:58:55,962 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(178.0, 150.0)
2025-04-20 12:58:55,962 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-04-20 12:58:55,963 - CircuitSimulator - DEBUG - 导线终点连接到: 开关
2025-04-20 12:58:55,963 - CircuitSimulator - DEBUG - 已创建导线连接: 电源 -> 开关
2025-04-20 12:58:55,963 - CircuitSimulator - ERROR - 无效的连接点索引: 1, 0
2025-04-20 12:58:55,963 - CircuitSimulator - WARNING - 连接点已被占用，跳过连接
2025-04-20 12:58:55,963 - CircuitSimulator - ERROR - 创建环路失败: 无法连接 电源 到 开关
2025-04-20 12:58:55,963 - CircuitSimulator - WARNING - 创建闭合电路环路失败
2025-04-20 12:59:04,222 - CircuitSimulator - DEBUG - 组件已移除: 灯泡
2025-04-20 13:00:12,001 - CircuitSimulator - DEBUG - 已放置组件: 电源 在位置 (150, 180)
2025-04-20 13:00:12,001 - CircuitSimulator - DEBUG - 已放置组件: 定值电阻 在位置 (300, 120)
2025-04-20 13:00:12,001 - CircuitSimulator - DEBUG - 已放置组件: 定值电阻 在位置 (300, 240)
2025-04-20 13:00:12,003 - CircuitSimulator - DEBUG - 已放置组件: 电压表 在位置 (450, 120)
2025-04-20 13:00:12,003 - CircuitSimulator - DEBUG - 已放置组件: 电流表 在位置 (450, 240)
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 已放置组件: 电源 在位置 (150, 150)
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 已放置组件: 灯泡 在位置 (400, 150)
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 已放置组件: 开关 在位置 (250, 250)
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(178.0, 150.0)
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 导线终点连接到: 开关
2025-04-20 13:00:17,968 - CircuitSimulator - DEBUG - 已创建导线连接: 电源 -> 开关
2025-04-20 13:00:17,968 - CircuitSimulator - ERROR - 无效的连接点索引: 1, 0
2025-04-20 13:00:17,968 - CircuitSimulator - WARNING - 连接点已被占用，跳过连接
2025-04-20 13:00:17,968 - CircuitSimulator - ERROR - 创建环路失败: 无法连接 电源 到 开关
2025-04-20 13:00:17,968 - CircuitSimulator - WARNING - 创建闭合电路环路失败
2025-04-20 13:00:28,140 - CircuitSimulator - DEBUG - 已放置组件: 电源 在位置 (150, 150)
2025-04-20 13:00:28,141 - CircuitSimulator - DEBUG - 已放置组件: 定值电阻 在位置 (300, 150)
2025-04-20 13:00:28,141 - CircuitSimulator - DEBUG - 已放置组件: 电流表 在位置 (450, 150)
2025-04-20 13:00:32,955 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(178.0, 150.0)
2025-04-20 13:00:32,955 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-04-20 13:00:33,130 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(190.0, 148.0), points=4
2025-04-20 13:00:33,137 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(198.0, 150.0), points=4
2025-04-20 13:00:33,143 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(207.0, 151.0), points=4
2025-04-20 13:00:33,151 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(215.0, 151.0), points=4
2025-04-20 13:00:33,157 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(223.0, 151.0), points=4
2025-04-20 13:00:33,165 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(231.0, 152.0), points=4
2025-04-20 13:00:33,172 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(236.0, 152.0), points=4
2025-04-20 13:00:33,178 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(242.0, 152.0), points=4
2025-04-20 13:00:33,185 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(245.0, 152.0), points=4
2025-04-20 13:00:33,192 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(249.0, 154.0), points=4
2025-04-20 13:00:33,199 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(252.0, 154.0), points=4
2025-04-20 13:00:33,206 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(254.0, 156.0), points=4
2025-04-20 13:00:33,212 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(255.0, 156.0), points=4
2025-04-20 13:00:33,218 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(257.0, 156.0), points=4
2025-04-20 13:00:33,239 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(257.0, 157.0), points=4
2025-04-20 13:00:33,247 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(258.0, 157.0), points=4
2025-04-20 13:00:33,266 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(259.0, 158.0), points=4
2025-04-20 13:00:33,280 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(259.0, 159.0), points=4
2025-04-20 13:00:33,288 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(259.0, 160.0), points=4
2025-04-20 13:00:33,294 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(260.0, 160.0), points=4
2025-04-20 13:00:33,300 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(261.0, 160.0), points=4
2025-04-20 13:00:33,308 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(261.0, 161.0), points=4
2025-04-20 13:00:33,314 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(261.0, 162.0), points=4
2025-04-20 13:00:33,322 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(263.0, 163.0), points=4
2025-04-20 13:00:33,327 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(264.0, 164.0), points=4
2025-04-20 13:00:33,335 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(265.0, 164.0), points=4
2025-04-20 13:00:33,348 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(267.0, 164.0), points=4
2025-04-20 13:00:33,369 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(268.0, 164.0), points=4
2025-04-20 13:00:33,383 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(269.0, 164.0), points=4
2025-04-20 13:00:33,417 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(178.0, 150.0), end=PyQt6.QtCore.QPointF(269.0, 163.0), points=4
