2025-03-20 16:03:23,643 - CircuitSimulator - DEBUG - WorkArea初始化完成
2025-03-20 16:03:40,879 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:40,879 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(-265.0, -220.0)
2025-03-20 16:03:40,880 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-03-20 16:03:41,082 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,084 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,088 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,090 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,093 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,094 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,097 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,099 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,099 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,102 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,103 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,105 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-265.0, -220.0), points=4
2025-03-20 16:03:41,105 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -213.0), points=4
2025-03-20 16:03:41,109 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -213.0), points=4
2025-03-20 16:03:41,110 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -212.0), points=4
2025-03-20 16:03:41,112 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -211.0), points=4
2025-03-20 16:03:41,115 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -211.0), points=4
2025-03-20 16:03:41,115 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -210.0), points=4
2025-03-20 16:03:41,117 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-268.0, -209.0), points=4
2025-03-20 16:03:41,118 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-267.0, -209.0), points=4
2025-03-20 16:03:41,119 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-267.0, -209.0), points=4
2025-03-20 16:03:41,119 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-267.0, -208.0), points=4
2025-03-20 16:03:41,122 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-267.0, -207.0), points=4
2025-03-20 16:03:41,125 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -206.0), points=4
2025-03-20 16:03:41,126 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -205.0), points=4
2025-03-20 16:03:41,129 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -204.0), points=4
2025-03-20 16:03:41,129 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -203.0), points=4
2025-03-20 16:03:41,130 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -203.0), points=4
2025-03-20 16:03:41,132 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -202.0), points=4
2025-03-20 16:03:41,133 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -201.0), points=4
2025-03-20 16:03:41,135 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -201.0), points=4
2025-03-20 16:03:41,135 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -200.0), points=4
2025-03-20 16:03:41,138 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -199.0), points=4
2025-03-20 16:03:41,140 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -199.0), points=4
2025-03-20 16:03:41,141 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -198.0), points=4
2025-03-20 16:03:41,143 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -197.0), points=4
2025-03-20 16:03:41,145 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -197.0), points=4
2025-03-20 16:03:41,145 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -196.0), points=4
2025-03-20 16:03:41,147 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -195.0), points=4
2025-03-20 16:03:41,149 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -195.0), points=4
2025-03-20 16:03:41,150 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -194.0), points=4
2025-03-20 16:03:41,152 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -193.0), points=4
2025-03-20 16:03:41,154 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -193.0), points=4
2025-03-20 16:03:41,155 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -192.0), points=4
2025-03-20 16:03:41,155 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -191.0), points=4
2025-03-20 16:03:41,158 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -191.0), points=4
2025-03-20 16:03:41,160 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -190.0), points=4
2025-03-20 16:03:41,162 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -189.0), points=4
2025-03-20 16:03:41,163 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -189.0), points=4
2025-03-20 16:03:41,164 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-266.0, -188.0), points=4
2025-03-20 16:03:41,167 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-265.0, -220.0), end=PyQt6.QtCore.QPointF(-267.0, -187.0), points=4
