2025-04-19 00:41:56,064 - CircuitSimulator - DEBUG - WorkArea初始化完成
2025-04-19 00:42:01,871 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:01,871 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(-12.0, -140.0)
2025-04-19 00:42:01,871 - CircuitSimulator - DEBUG - 导线起点连接到: 电源
2025-04-19 00:42:01,996 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:02,013 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:02,028 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:02,036 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:02,044 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:02,052 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-7.0, -134.0), points=4
2025-04-19 00:42:02,061 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-6.0, -132.0), points=4
2025-04-19 00:42:02,068 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-4.0, -127.0), points=4
2025-04-19 00:42:02,077 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-3.0, -124.0), points=4
2025-04-19 00:42:02,084 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-1.0, -119.0), points=4
2025-04-19 00:42:02,093 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-1.0, -117.0), points=4
2025-04-19 00:42:02,100 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(1.0, -114.0), points=4
2025-04-19 00:42:02,108 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(1.0, -112.0), points=4
2025-04-19 00:42:02,118 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(1.0, -110.0), points=4
2025-04-19 00:42:02,124 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(1.0, -108.0), points=4
2025-04-19 00:42:02,131 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(1.0, -106.0), points=4
2025-04-19 00:42:02,140 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(3.0, -102.0), points=4
2025-04-19 00:42:02,147 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(3.0, -100.0), points=4
2025-04-19 00:42:02,155 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(4.0, -96.0), points=4
2025-04-19 00:42:02,165 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(4.0, -95.0), points=4
2025-04-19 00:42:02,172 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(4.0, -92.0), points=4
2025-04-19 00:42:02,180 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(5.0, -89.0), points=4
2025-04-19 00:42:02,188 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(5.0, -87.0), points=4
2025-04-19 00:42:02,196 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(6.0, -84.0), points=4
2025-04-19 00:42:02,204 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(7.0, -81.0), points=4
2025-04-19 00:42:02,213 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(9.0, -76.0), points=4
2025-04-19 00:42:02,220 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(9.0, -74.0), points=4
2025-04-19 00:42:02,228 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(9.0, -72.0), points=4
2025-04-19 00:42:02,236 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(10.0, -68.0), points=4
2025-04-19 00:42:02,244 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(11.0, -64.0), points=4
2025-04-19 00:42:02,252 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(13.0, -59.0), points=4
2025-04-19 00:42:02,261 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(15.0, -57.0), points=4
2025-04-19 00:42:02,267 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(17.0, -54.0), points=4
2025-04-19 00:42:02,276 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(20.0, -50.0), points=4
2025-04-19 00:42:02,286 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(24.0, -44.0), points=4
2025-04-19 00:42:02,296 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(28.0, -38.0), points=4
2025-04-19 00:42:02,312 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(36.0, -27.0), points=4
2025-04-19 00:42:02,324 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(42.0, -23.0), points=4
2025-04-19 00:42:02,325 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(43.0, -19.0), points=4
2025-04-19 00:42:02,333 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(47.0, -18.0), points=4
2025-04-19 00:42:02,342 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(50.0, -15.0), points=4
2025-04-19 00:42:02,351 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(52.0, -14.0), points=4
2025-04-19 00:42:02,367 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(54.0, -13.0), points=4
2025-04-19 00:42:02,380 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -12.0), points=4
2025-04-19 00:42:02,380 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -11.0), points=4
2025-04-19 00:42:02,391 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -9.0), points=4
2025-04-19 00:42:02,407 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -7.0), points=4
2025-04-19 00:42:02,412 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -6.0), points=4
2025-04-19 00:42:02,422 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -4.0), points=4
2025-04-19 00:42:02,428 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -4.0), points=4
2025-04-19 00:42:02,445 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -3.0), points=4
2025-04-19 00:42:02,467 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -2.0), points=4
2025-04-19 00:42:02,484 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(55.0, -2.0), points=4
2025-04-19 00:42:02,508 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(54.0, -1.0), points=4
2025-04-19 00:42:02,516 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(51.0, -1.0), points=4
2025-04-19 00:42:02,524 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(48.0, 0.0), points=4
2025-04-19 00:42:02,531 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(46.0, 1.0), points=4
2025-04-19 00:42:02,542 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(45.0, 1.0), points=4
2025-04-19 00:42:02,548 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(44.0, 2.0), points=4
2025-04-19 00:42:02,556 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(42.0, 2.0), points=4
2025-04-19 00:42:02,572 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(41.0, 3.0), points=4
2025-04-19 00:42:02,590 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(39.0, 3.0), points=4
2025-04-19 00:42:02,595 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(38.0, 3.0), points=4
2025-04-19 00:42:02,612 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(36.0, 3.0), points=4
2025-04-19 00:42:02,619 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(33.0, 4.0), points=4
2025-04-19 00:42:02,628 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(31.0, 4.0), points=4
2025-04-19 00:42:02,637 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(28.0, 4.0), points=4
2025-04-19 00:42:02,644 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(27.0, 4.0), points=4
2025-04-19 00:42:02,652 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(26.0, 4.0), points=4
2025-04-19 00:42:02,660 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(25.0, 5.0), points=4
2025-04-19 00:42:02,716 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(25.0, 6.0), points=4
2025-04-19 00:42:02,724 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(24.0, 6.0), points=4
2025-04-19 00:42:02,748 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(23.0, 8.0), points=4
2025-04-19 00:42:02,756 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(23.0, 8.0), points=4
2025-04-19 00:42:02,773 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(23.0, 10.0), points=4
2025-04-19 00:42:02,788 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(22.0, 11.0), points=4
2025-04-19 00:42:02,796 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(21.0, 12.0), points=4
2025-04-19 00:42:02,805 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(21.0, 12.0), points=4
2025-04-19 00:42:02,823 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(20.0, 14.0), points=4
2025-04-19 00:42:02,836 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(20.0, 14.0), points=4
2025-04-19 00:42:02,860 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(19.0, 15.0), points=4
2025-04-19 00:42:02,873 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(18.0, 16.0), points=4
2025-04-19 00:42:02,886 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(17.0, 16.0), points=4
2025-04-19 00:42:02,901 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(17.0, 17.0), points=4
2025-04-19 00:42:02,924 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(16.0, 17.0), points=4
2025-04-19 00:42:03,036 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(15.0, 17.0), points=4
2025-04-19 00:42:03,075 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(15.0, 17.0), points=4
2025-04-19 00:42:03,151 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(8.0, 20.0), points=4
2025-04-19 00:42:03,165 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(8.0, 20.0), points=4
2025-04-19 00:42:03,181 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(8.0, 20.0), points=4
2025-04-19 00:42:03,197 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(8.0, 20.0), points=4
2025-04-19 00:42:03,409 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(8.0, 20.0), points=4
2025-04-19 00:42:03,525 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(8.0, 20.0), points=4
2025-04-19 00:42:03,525 - CircuitSimulator - DEBUG - 导线终点连接到: 开关
2025-04-19 00:42:13,858 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:13,858 - CircuitSimulator - DEBUG - 创建新导线: start_pos=PyQt6.QtCore.QPointF(-188.0, 80.0)
2025-04-19 00:42:13,858 - CircuitSimulator - DEBUG - 导线起点连接到: 电流表
2025-04-19 00:42:14,100 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,124 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,133 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,140 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,156 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,164 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,172 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,181 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-188.0, 80.0), points=4
2025-04-19 00:42:14,188 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 70.0), points=4
2025-04-19 00:42:14,198 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 69.0), points=4
2025-04-19 00:42:14,204 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 66.0), points=4
2025-04-19 00:42:14,213 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 64.0), points=4
2025-04-19 00:42:14,220 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 62.0), points=4
2025-04-19 00:42:14,228 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 58.0), points=4
2025-04-19 00:42:14,235 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 56.0), points=4
2025-04-19 00:42:14,246 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 52.0), points=4
2025-04-19 00:42:14,252 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 47.0), points=4
2025-04-19 00:42:14,260 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 44.0), points=4
